--
0,0,0,0,0,0,0,0,0,--
93,90,86,83,80,78,72,65,60,--
88,95,98,87,78,71,71,70,68,--
100,103,105,95,89,82,76,69,63,--
94,90,84,79,80,80,75,73,71,--
95,107,114,99,91,84,78,71,67,--
89,96,102,95,86,79,77,73,67,--
83,83,82,78,78,79,80,78,73,--
0,0,0,0,0,0,0,0,0,--
99,99,98,93,88,83,78,74,69,--
106,112,113,98,89,83,79,73,67,--
101,102,103,96,93,90,85,78,70,
